date,timestamp,period,period_type,count,houston,dallas,san antonio,year,month,day,hour,day_of_week,season,is_weekend,time_of_day,houston_temperature,houston_humidity,houston_wind_speed,houston_pressure,houston_precipitation,dallas_temperature,dallas_humidity,dallas_wind_speed,dallas_pressure,dallas_precipitation,phoenix_temperature,phoenix_humidity,phoenix_wind_speed,phoenix_pressure,phoenix_precipitation,seattle_temperature,seattle_humidity,seattle_wind_speed,seattle_pressure,seattle_precipitation,la_temperature,la_humidity,la_wind_speed,la_pressure,la_precipitation,nyc_temperature,nyc_humidity,nyc_wind_speed,nyc_pressure,nyc_precipitation,philadelphia_temperature,philadelphia_humidity,philadelphia_wind_speed,philadelphia_pressure,philadelphia_precipitation,houston_wind_speed_original,la_precipitation_iqr_anomaly,houston_precipitation_original,philadelphia_temperature_imputed,la_pressure_original,houston_humidity_imputed,la_temperature_imputed,la_precipitation_imputed,phoenix_temperature_original,seattle_wind_speed_zscore_anomaly,nyc_precipitation_original,philadelphia_wind_speed_imputed,nyc_wind_speed_original,date_key,philadelphia_pressure_original,houston_imputed,la_humidity_imputed,nyc_precipitation_imputed,la_temperature_original,houston_iqr_anomaly,philadelphia_wind_speed_zscore_anomaly,nyc_pressure_imputed,philadelphia_wind_speed_original,houston_wind_speed_imputed,dallas_pressure_original,nyc_humidity_imputed,philadelphia_temperature_original,la_pressure_zscore_anomaly,phoenix_humidity_imputed,la_precipitation_original,seattle_temperature_imputed,seattle_pressure_zscore_anomaly,dallas_wind_speed_zscore_anomaly,seattle_pressure_imputed,phoenix_humidity_iqr_anomaly,phoenix_pressure_iqr_anomaly,seattle_precipitation_zscore_anomaly,la_wind_speed_iqr_anomaly,phoenix_wind_speed_imputed,dallas_precipitation_zscore_anomaly,houston_zscore_anomaly,phoenix_pressure_original,seattle_humidity_imputed,philadelphia_precipitation_zscore_anomaly,philadelphia_precipitation_iqr_anomaly,phoenix_temperature_imputed,dallas_precipitation_imputed,seattle_wind_speed_imputed,seattle_humidity_zscore_anomaly
2019-03-23 19:00:00,,,,,9933.03,10362.88,5573.04,2019,3,23,19,5,Spring,1,Evening,,,,,,,,,,,,,,,,,,,,,-1.1712246121085548,1.2299043715301456,-0.01811133363264167,1.5593411068828902,-0.02947983534869618,-1.0501800329238518,-0.6137404557581353,2.4774917556756564,-1.1614772233047335,-0.253655265806179,,,,,,,,,,1020.9,,,,,,0.001,,16.25,2019-03-23,,,,,54.19,,,,,,,,,,,0.0024,,,,,,,,,,,,,,,,,,,
2019-05-05 22:00:00,,,,,13175.91,13587.1,7375.46,2019,5,5,22,6,Spring,1,Evening,,,,,,0.473492492894684,-0.044039509777580726,-0.7860742836288293,-0.6008763696626206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-05,,,,,,,,,,,1012.9,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10 05:00:00,,,,,11189.38,11768.31,6041.18,2018,6,10,5,6,Summer,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23 11:00:00,,,,,14848.535,17061.9525,8982.3325,2019,7,23,11,1,Summer,0,Morning,,,,,,,,,,,,,,,,,,,,,0.2984823923968195,0.8298320932652358,-0.2668424873912175,-0.6488213066491151,-0.2507277258803298,1.1654123867251185,1.0361914821188576,-1.2148901835699957,-0.7704109929737003,-0.253655265806179,,,,,,,True,,,1012.95,,69.17,0.0009,,,0.001,,4.3325000000000005,2019-07-23,,14848.535,73.0,0.001,69.17,,,1012.925,,,,82.5,,,,0.0009,,,,,,,,,,,,,,,,,,,
2019-04-26 08:00:00,,,,,10280.1,10620.52,5245.61,2019,4,26,8,4,Spring,0,Morning,0.38310329886354255,-1.0369793279177695,-0.8188606866412999,-0.7048293503923873,-0.2728735860995577,0.21775161704335644,-0.14995605613449164,-1.5088082228976263,-0.3654964687556322,-0.281134719089842,,,,,,,,,,,,,,,,-0.15494933965935903,0.9461951945982944,-1.0173744725341995,-0.6549533440188102,-0.229351709837821,,,,,,4.28,,0.001,,,,,,,,0.0018,,4.97,2019-04-26,,,,,,,,,,,1014.3,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 07:00:00,,,,,10343.19,10338.75,5400.78,2019,5,14,7,1,Spring,0,Morning,0.40225961699006985,-0.6691568083335105,-0.7573975196896776,-0.8685232222894295,0,,,,,,0.7802664090324503,-0.7236882955746474,0.8937733161685287,-0.8385904097747059,0,,,,,,,,,,,,,,,,,,,,,4.47,,,,,,,,87.72,,,,,2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.9,,,,,,,
2019-06-14 21:00:00,,,,,15932.22,17621.79,9082.37,2019,6,14,21,4,Summer,0,Evening,,,,,,0.8329278468816297,-0.46770569520522404,1.5817109651053474,-0.18055511804299168,-0.287414828264153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-14,,,,,,,,,,,1015.4,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07 17:00:00,,,,,11241.92,14935.45,7011.95,2018,12,7,17,4,Winter,0,Afternoon,,,,,,,,,,,,,,,,-1.9400278321751165,-0.8439273211287294,-0.9055278763994431,0.3859694730739146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03 02:00:00,,,,,9297.25,11690.86,5047.87,2018,2,3,2,5,Winter,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31 03:00:00,,,,,11573.84,13277.13,6401.04,2018,5,31,3,3,Spring,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15 05:00:00,,,,,15755.0,15470.404999999999,8643.2675,2019,7,15,5,0,Summer,0,Night,0.691446342553986,0.9860445297956527,-0.6603504139765898,-1.420990039941909,0.323286992294546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,,0.01575,,,91.0,,,,,,,,2019-07-15,,15755.0,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09 22:00:00,,,,,15414.31,17786.36,10349.75,2018,8,9,22,3,Summer,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06 19:00:00,,,,,11257.76,14287.56,6743.9,2018,12,6,19,3,Winter,0,Evening,,,,,,,,,,,,,,,,-2.0726768485042326,-0.7738487524402206,-0.9197836120834616,0.5947388293519627,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-18 03:00:00,,,,,14837.455000000002,18349.86,8631.369999999999,2018,7,18,3,2,Summer,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,1.4704298502927629,-0.5537429307444269,0.5735952155737448,-0.6400555828633558,-0.22327582084573147,,,,,,,,,,,,,,,,0.002,,10.105,2018-07-18,,14837.455000000002,,0.002,,,,1013.8,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01 07:00:00,,,,,8473.0,8227.66,4222.13,2018,4,1,7,6,Spring,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05 18:00:00,,,,,15133.525000000001,18685.03,8658.975,2018,8,5,18,6,Summer,1,Evening,,,,,,1.7658868734782145,-1.9240582076127497,1.0358805214316325,-0.7269727451485092,-0.22124108529780132,,,,,,,,,,,,,,,,,,,,,1.3416490960913405,0.5994059030508718,-0.481102094351204,-0.27918289174653427,-0.14694118365273337,,,,80.49000000000001,,,,,,,,4.575,,2018-08-05,1016.6,15133.525000000001,,,,,,,4.575,,1012.15,,80.49000000000001,,,,,,,,,,,,,,,,,,,,0.0018537037037037044,,
2019-03-31 14:00:00,,,,,9572.130000000001,11657.5,5506.555,2019,3,31,14,6,Spring,1,Afternoon,0.08212806983714853,-0.6998086849655321,1.7609748735649537,0.17502521105413027,-0.30318683584841044,,,,,,0.050691334606132385,-1.0518053516057906,0.5144146791293635,0.36384403038577073,-0.09374037142527733,,,,,,,,,,,,,,,,,,,,,12.254999999999999,,0.00025,,,63.5,,,74.245,,,,,2019-03-31,,9572.130000000001,,,,,,,,12.254999999999999,,,,,14.5,,,,,,,,,,4.26,,,1014.9,,,,74.245,,,
2019-02-22 10:00:00,,,,,11289.65,14246.25,6441.74,2019,2,22,10,4,Winter,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6890112938237684,-0.1987638253571324,-0.044708830413385234,0.608751143285872,-0.1511588274534569,,,,,,,,,,,,,,2019-02-22,1022.6,,,,,,,,5.8,,,,44.14,,,,,,,,,,,,,,,,,,,,,,
2019-05-09 15:00:00,,,,,16411.08,12930.37,8274.82,2019,5,9,15,3,Spring,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16 05:00:00,,,,,11717.87,13886.21,6230.6,2018,7,16,5,0,Summer,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01 01:00:00,,,,,9222.83,9079.62,4574.06,2020,3,1,1,6,Spring,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 22:00:00,,,,,13500.73,19719.39,9841.96,2018,1,1,22,0,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-21 16:00:00,,,,,10371.89,10384.04,5273.52,2018,10,21,16,6,Fall,1,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36973370294753555,0.40621746947491466,1.606873484286499,-1.5190234910359606,-0.14428926394856786,,,,,,,,,,,,,,,,0.0046,,13.44,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20 20:00:00,,,,,11566.24,13828.57,6840.99,2020,1,20,20,0,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04 07:00:00,,,,,11007.52,16577.82,7162.33,2018,12,4,7,1,Winter,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15 00:00:00,,,,,9608.82,9382.33,4806.14,2020,4,15,0,2,Spring,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,0.037942402577405276,-1.5737008559774772,-0.908934474318468,-0.17822498704384643,-0.2445414323180448,,,,,,,,,,,,,,,,0.0013,,5.32,2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26 12:00:00,,,,,13233.63,12900.25,6347.39,2020,3,26,12,3,Spring,0,Afternoon,,,,,,,,,,,-0.6810494543268321,0.6897390227133539,-0.6398041527132016,-0.7784686877666683,0,-1.1712049620226905,0.9781154647724999,-0.7344590481912203,0.05541799230032381,0,-1.1663190480080692,0.07969657151852923,0.6344041606431025,0.3372134817834114,0,-0.9566926241097146,0.5862100445160412,0.19715350748199184,-0.17822498704384643,0,,,,,,,,,,1016.5,,,,60.73,,,,8.89,2020-03-26,,,,,54.24,,,,,,,,,,,,,,,,,,,,,,,1009.2,,,,,,,
2020-03-07 21:00:00,,,,,10034.130000000001,10371.65,5359.42,2020,3,7,21,5,Spring,1,Evening,,,,,,-0.7594814563976506,-1.288558929471284,0.252666754608961,2.3749980918043403,-0.24345406404397565,,,,,,-0.8499033268071409,0.4569061101517156,0.20508303173362863,-0.8813257599577574,0.13260548625092003,-0.2617330278785934,0.12970560630164332,1.6600163855567098,0.23305487737152347,0.07376918023273289,,,,,,-0.5303572220944998,-1.3428071027419384,-0.02333446646541057,0.3645692836519636,-0.17667114834594513,,True,,46.980000000000004,1016.125,,63.46,0.0031,,,,5.859999999999999,,2020-03-07,1020.95,10034.130000000001,59.0,,63.46,,,,5.859999999999999,,1030.6,,46.980000000000004,,,0.0031,43.360625,,,1013.315625,,,,,,,,,81.5625,,,,0.0015,5.4871875,
2018-08-17 20:00:00,,,,,16847.1,20535.559999999998,10571.46,2018,8,17,20,4,Summer,0,Evening,1.7085731569259257,-1.7419724904542644,1.1236988793823435,-0.42859594156614744,-0.2100367454743317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.285,,0.0025546875000000005,,,46.5,,,,,,,,2018-08-17,,16847.1,,,,,,,,10.285,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09 06:00:00,,,,,8717.95,12080.4,5124.44,2019,1,9,6,2,Winter,0,Morning,,,,,,-0.5605395222217314,-1.6327877051312445,0.024355405593085758,1.7529226394073203,0,,,,,,,,,,,,,,,,,,,,,-0.8448721600648454,1.397575631458876,-1.1668629376820623,-1.8330674530532454,0,,,,,,,,,,,,,,2019-01-09,1006.1,,,,,,,,2.65,,1026.9,,41.35,,,,,,,,,,,,,,,,,,,,,,
2018-03-19 06:00:00,,,,,10018.78,9004.24,4902.27,2018,3,19,6,0,Spring,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-04 02:00:00,,,,,11453.21,12216.55,6087.24,2018,10,4,2,3,Fall,0,Night,,,,,,,,,,,,,,,,0.3014698315087175,-1.194320164571274,0.3632325994782097,-0.41431305932531876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12 21:00:00,,,,,10387.04,14086.945,6548.63,2019,2,12,21,1,Winter,0,Evening,,,,,,-1.4758763130677417,0.8430115659615482,0.04779133877021193,0.5171781596455884,1.0816489717356563,,,,,,-1.4356006204201792,0.03205478747763088,0.27294627347942524,-1.7365189824197018,1.5639108365266914,,,,,,-1.2457343912344365,-0.34375159319644594,0.3567152191422819,0.3134011310866056,-0.2445414323180448,,,,,,,,,,,,,,,,0.0013,,9.405,2019-02-12,,10387.04,,0.0013,,,,1020.2,,,1019.55,59.5,,,,,36.870000000000005,,,1008.4,,,True,,,,,,75.5,,,,0.0226,5.63,
2018-02-26 10:00:00,,,,,10364.56,13060.73,5882.32,2018,2,26,10,0,Winter,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09 11:00:00,,,,,11327.47,11573.21,5891.68,2020,3,9,11,0,Spring,0,Morning,,,,,,,,,,,,,,,,-1.3760439192111888,0.34740834657592057,-0.5633902199829973,0.5773413829954734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09 14:00:00,,,,,10362.06,11694.41,5912.41,2018,2,9,14,4,Winter,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13 05:00:00,,,,,9287.18,8087.02,4395.41,2019,4,13,5,5,Spring,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09 05:00:00,,,,,9255.5,9619.88,4660.55,2018,5,9,5,2,Spring,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04 11:00:00,,,,,12485.02,12323.34,6341.27,2018,5,4,11,4,Spring,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15 02:00:00,,,,,10171.11,13059.8,6091.02,2020,2,15,2,5,Winter,1,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4364730824637726,-1.7418919669459405,1.70442661932922,1.6298752835731358,-0.1511588274534569,,,,,,,,,,,,,,2020-02-15,1029.5,,,,,,,,10.71,,,,30.76,,,,,,,,,,,,,,,,,,,,,,
2019-03-09 20:00:00,,,,,11665.23,11169.38,6395.85,2019,3,9,20,5,Spring,1,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9454504673535838,-0.6137404557581353,-1.197075041005983,1.356244411969361,-0.2354275988299105,,,,,,,,,,,,,,,,0.0016,,4.39,2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-17 20:00:00,,,,,17469.35,18949.78,10037.2,2018,5,17,20,3,Spring,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23 15:00:00,,,,,9946.36,12020.05,5608.99,2018,1,23,15,1,Winter,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03 10:00:00,,,,,14327.53,15792.22,7885.39,2019,9,3,10,1,Fall,0,Morning,,,,,,0.8999214703962138,-0.044039509777580726,-1.5269521711637888,-0.1469294179134137,-0.3188153741357083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-03,,,,,,,,,,,1015.6,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28 07:00:00,,,,,11300.305,13446.5,6244.475,2020,1,28,7,1,Winter,0,Morning,,,,,,,,,,,,,,,,-0.5522890159360763,1.0043949280306907,0.811100295551126,-0.05766540901697444,1.5409732507850924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-28,,11300.305,,,,,,,,,,,,,,,46.65875,,,1018.05,,,True,,,,,,89.375,,,,,6.762499999999999,
2018-06-29 12:00:00,,,,,16729.21,19635.64,9170.72,2018,6,29,12,4,Summer,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-23 07:00:00,,,,,10102.4,15408.13,6832.82,2018,2,23,7,4,Winter,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 00:00:00,,,,,12811.4,11559.91,6471.11,2020,3,27,0,4,Spring,0,Night,,,,,,0.9214759405704718,-0.41474742202676934,1.6542867581699965,-1.4078931727723003,-0.26229439156690887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-27,,,,,,,,,,,1008.1,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-02 16:00:00,,,,,17377.66,21704.575,10426.82,2018,6,2,16,5,Summer,1,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-02,,17377.66,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03 23:00:00,,,,,13214.01,16464.87,7971.18,2018,1,3,23,2,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17 08:00:00,,,,,10149.24,9519.77,4853.85,2020,4,17,8,4,Spring,0,Morning,-0.3190494386203105,-0.056119275693079715,0.2777716079165936,0.4410277528868151,0,,,,,,,,,,,0.7553640846620866,-3.2265986565380294,-0.677436105455146,0.2641873485783718,0,,,,,,-0.9223744613804739,-0.37375035570330034,0.8137123544800072,0.8646182938389091,0,-0.9085572451956082,-1.1033561842195372,-0.3973858355549696,0.8899302543794639,0,7.67,,,,,,,,,,,,10.88,2020-04-17,1024.5,,,,,,,,4.81,,,,40.21,,,,,,,,,,,,,,,,,,,,,,
2018-04-27 11:00:00,,,,,10943.79,11237.17,5538.06,2018,4,27,11,4,Spring,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:00:00,,,,,10803.39,15652.275000000001,6378.195,2019,2,7,22,3,Winter,0,Evening,,,,,,,,,,,-0.9652994833240985,0.48782083438649654,-0.19587383277375356,0.5542294834111658,-0.09374037142527733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.480000000000004,,,,,2019-02-07,,10803.39,,,,,,,,,,,,,45.0,,,,,,,True,,,3.38,,,1015.8499999999999,,,,55.480000000000004,,,
2018-09-02 18:00:00,,,,,13375.5,20834.86,10532.53,2018,9,2,18,6,Fall,1,Evening,0.4670963860336992,1.292563296115868,-0.6377060893102026,-0.9503701582379389,-0.22033061986821298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,,0.0023,,,,,,,,,,,2018-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25 13:00:00,,,,,10951.64,12404.22,6357.75,2018,1,25,13,3,Winter,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16 12:00:00,,,,,10724.43,11369.42,5612.97,2018,4,16,12,0,Spring,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23 12:00:00,,,,,10325.36,12937.52,5712.41,2019,11,23,12,5,Fall,1,Afternoon,-1.2400262716264134,0.4343107504192649,0.9215174091467436,0.01133133915711134,-0.06674348780735913,-1.490294505954576,0.8032928610777067,-0.8495781025603972,0.6096488350019182,-0.24345406404397565,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,,0.0061,,,,,,,,,,,2019-11-23,,,,,,,,,,,1020.1,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-09 23:00:00,,,,,9498.73,10695.04,5521.07,2018,2,9,23,4,Winter,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04 06:00:00,,,,,10590.13,10163.61,5506.66,2018,5,4,6,4,Spring,0,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20 00:00:00,,,,,9217.39,9763.72,4887.62,2019,3,20,0,2,Spring,0,Night,,,,,,0.10997926617206756,-1.791662524666611,0.6866095173080088,1.3494142378524612,-0.281134719089842,,,,,,,,,,,,,,,,,,,,,-0.3689099448770403,-2.5400616953539448,-1.1312389977687711,1.7482664882441166,0,,,,,,,,,,,,,,2019-03-20,1030.3,,,,,,,,2.75,,1024.5,,49.87,,,,,,,,,,,,,,,,,,,,,,
2019-03-02 17:00:00,,,,,10277.744999999999,16132.335,6961.335,2019,3,2,17,5,Spring,1,Afternoon,-2.0799571433279795,-0.025467399061058174,0.08529484825230235,1.3413440483204426,-0.24862298630047555,-1.555540469725302,0.962167680613073,-0.5154270553252419,0.676900235261055,-0.20577340899810936,,,,,,,,,,,,,,,,-1.1824232979235967,-0.34375159319644594,-0.28617905599383947,0.5145209066854092,-0.2688449882864028,,,,,,7.074999999999999,,0.0015999999999999999,,,74.5,,,,,0.0005,,7.33,2019-03-02,,10277.744999999999,,0.0005,,,,1021.55,,7.074999999999999,1020.5,59.5,,,,,,,,,,,,,,,,,,,,,0.0021,,
2018-10-28 22:00:00,,,,,11119.33,12079.95,6161.93,2018,10,28,22,6,Fall,1,Evening,0.4516239752391971,-0.36263804201329514,0.11602643172811374,0.9321093685778953,-0.30116595253182027,,,,,,,,,,,,,,,,0.11795763349896285,0.07969657151852923,-1.0517992453565927,0.39276473746976426,-0.3392268820929833,,,,,,,,,,,7.17,,0.0003,,1016.7,,,,,,,,,2018-10-28,,,,,67.33,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,,,
2019-10-04 04:00:00,,,,,10358.1,12041.05,5971.29,2019,10,4,4,4,Fall,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-11 10:00:00,,,,,14578.65,15933.88,7944.35,2019,8,11,10,6,Summer,1,Morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-17 19:00:00,,,,,12185.36,11055.38,6795.94,2018,3,17,19,5,Spring,1,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06 02:00:00,,,,,12258.66,14834.39,6658.14,2018,8,6,2,0,Summer,0,Night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-14 19:00:00,,,,,15711.994999999999,20885.167500000003,10032.947499999998,2018,6,14,19,3,Summer,0,Evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-14,,15711.994999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10 12:00:00,,,,,10576.73,11048.4,5377.0,2018,4,10,12,1,Spring,0,Afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18 02:00:00,,,,,9009.69,9102.88,4558.35,2019,3,18,2,0,Spring,0,Night,,,,,,,,,,,0.06774633634596827,-0.52177010724779,1.2812034135702286,0.5241686224071813,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56,,,,,2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.7,,,,,,,
